parlamentarier_name	parlamentarier_id	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name	organisation_ort	organisation_rechtsform	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	381	-1	2021	"Bezahlendes Mitglied"	"Gewerkschaft Unia"	"Bern"	"Verein"	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"immer"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	440	-1	2021	"Bezahlendes Mitglied"	"Kantonaler Gewerbeverband Zürich KGV"	"Zürich"	"Verein"	"DachOrganisation,dezidierteLobby"	"punktuell"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	459				"Inlandbanken"	"Bern"	"Parlamentarische Gruppe"	"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	576	-1	2021	"Bezahlendes Mitglied"	"Pro Natura - Schweizerischer Bund für Naturschutz"	"Basel"	"Verein"	"DachOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	602	-1	2021	"Bezahlendes Mitglied"	"WWF Schweiz"	"Zürich"	"Stiftung"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	637				"Biodiversität und Artenschutz"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Geschäftsführerin/Verwaltungsratspräsidentin"			"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	1		"tief"	732	1	2021	"Das Mandat als VR-Präsidentin ist nicht vergütet, die Geschäftsleitung schon."	"Zeix AG"	"Zürich"	"AG"	"EinzelOrganisation,Gewinnorientiert"	"nie"	"IT"	"Wirtschaft"	"WAK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	989	-1	2021	"Bezahlendes Mitglied"	"Greenpeace Schweiz"	"Zürich"	"Stiftung"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1063	-1	2021	"Bezahlendes Mitglied"	"Public Eye"	"Zürich"	"Verein"	"EinzelOrganisation"	"punktuell"	"Globalisierungskritiker"	"Aussenpolitik/Aussenwirtschaft"	"APK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1505				"Erneuerbare Energien"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Alternativenergie"	"Energie"	"UREK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"	"Ittigen"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	4785	-1	2021	"Bezahlendes Mitglied"	"ProSpecieRara"	"Basel"	"Stiftung"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Ökologie"	"Landwirtschaft"	"WAK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	5061	-1	2021	"Bezahlendes Mitglied"	"HSG Alumni"	"St. Gallen"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	5105	"0"	2017	"Ehrenamtlich"	"Parlamentarische Gruppe Wohn- und Immobilienpolitik"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Mieter"	"Wirtschaft"	"WAK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	5108	-1	2021	"Bezahlendes Mitglied"	"Oikos Alumni St. Gallen"	"St. Gallen"	"Verein"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Umwelt allgemein"	"Umwelt"	"UREK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5964				"lingua e cultura rumantscha"	"Chur"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6662	-1	2021	"Bezahlendes Mitglied"	"UZH Alumni"	"Zürich"	"Verein"	"EinzelOrganisation"	"nie"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Badran, Jacqueline"	49	"NR"	"ZH"	"SP"	"S"	"APK-NR, WAK-NR"	2011-12-05		"F"	1961-11-12	4058	2762	"de"	"de"	"Mitglied Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	8230				"Bau- und Wohngenossenschaft NENA1"	"Zürich"	"Genossenschaft"	"EinzelOrganisation"	"nie"	"Bauhauptgewerbe"	"Wirtschaft"	"WAK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"		2018-01-01		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	19	6000	2021		"Nationale Arbeitsgemeinschaft Suchtpolitik"	"Bern"	"Verein"	"DachOrganisation,dezidierteLobby"	"punktuell"	"Gesundheit"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	28	-1	2021	"Bezahlendes Mitglied"	"FMH Verbindung der Schweizer Ärztinnen und Ärzte"	"Bern"	"Verein"	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Arztmedizin"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	130	-1	2021	"Bezahlendes Mitglied"	"Schweizerischer Verband des Personals öffentlicher Dienste (V.P.O.D.)"	"Zürich"	"Verein"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	347	-1	2021	"Bezahlendes Mitglied"	"Schweizerischer Mieterinnen- und Mieterverband"	"Bern 23"	"Verein"	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Mieter"	"Wirtschaft"	"WAK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	602	-1	2021	"Bezahlendes Mitglied"	"WWF Schweiz"	"Zürich"	"Stiftung"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Co-Präsident Fachkommission Sexuelle Orientierung und Geschlechtsidentität"	2017-01-01		"taetig"		"deklarationspflichtig"	"nicht-deklariert"	"0"		"mittel"	877	"0"	2021	"Ehrenamtlich"	"Sozialdemokratische Partei der Schweiz"	"Bern"	"Verein"	"EinzelOrganisation,DachOrganisation,dezidierteLobby"	"immer"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	890				"Sexuelle Gesundheit und Rechte"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Gesundheit"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	989	-1	2021	"Bezahlendes Mitglied"	"Greenpeace Schweiz"	"Zürich"	"Stiftung"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1063	-1	2021	"Bezahlendes Mitglied"	"Public Eye"	"Zürich"	"Verein"	"EinzelOrganisation"	"punktuell"	"Globalisierungskritiker"	"Aussenpolitik/Aussenwirtschaft"	"APK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1064	-1	2021	"Bezahlendes Mitglied"	"Amnesty International - Schweizer Sektion"	"Bern"	"Verein"	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1065	-1	2021	"Bezahlendes Mitglied"	"Gruppe für eine Schweiz ohne Armee"	"Zürich"	"Verein"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Genossenschafter"			"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1376	-1	2021	"Bezahlendes Mitglied"	"Mobility Genossenschaft"	"Rotkreuz"	"Genossenschaft"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Individualverkehr"	"Verkehr"	"KVF"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1661				"Komplementärmedizin"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1750				"Bundeshaus-Band"		"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"	"Ittigen"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	1829	-1	2021	"Bezahlendes Mitglied"	"Aerztegesellschaft des Kantons Zürich Agz"	"Zürich"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2415				"Pfadibewegung Schweiz"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Präsident"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	2416				"Psychische Gesundheit"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Patienten"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2828				"Kinder und Jugend"	"Liebefeld"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Kinder/Jugend"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2855				"Mehrsprachigkeit CH"	"Lenzburg"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Kulturförderung"	"Kultur"	"WBK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3071	-1	2021	"Bezahlendes Mitglied"	"AM-Network"	"Zürich"	"Verein"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3176				"Gegen Rassismus und Fremdenfeindlichkeit"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Staatspolitik allgemein"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3318				"Menschenrechte"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Beisitzer"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3322	"0"	2021	"Ehrenamtlich"	"Alumni-Organisation der medizinischen Fakultät der Universität Zürich"	"Zürich"	"Verein"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Gast mit beratender Stimme"			"geschaeftsfuehrend"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"mittel"	3325	"0"	2021	"Ehrenamtlich"	"Verband Schweizer Assistenz- und OberärztInnen, Sektion Zürich"	"Uster"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Arztmedizin"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Mitglied Gesundheitskommission"			"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"mittel"	3341	"0"	2021	"Ehrenamtlich"	"Sozialdemokratische Partei Kanton Zürich"	"Zürich"	"Verein"	"EinzelOrganisation,DachOrganisation,MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3343	-1	2021	"Bezahlendes Mitglied"	"Second@s Plus Zürich"	"Zürich"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Staatspolitik allgemein"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Präsident Geschäftsausschuss"	2021-10-04		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	3344	1	2021	"Bezahlt"	"Verband Schweizerischer Assistenz- und Oberärztinnen und -ärzte"	"Bern"	"Verein"	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Arztmedizin"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3345	-1	2021	"Bezahlendes Mitglied"	"Homosexuelle Arbeitsgruppen Zürich"	"Zürich"	"Verein"	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Vorstandsmitglied, Ressort Politik"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	3346	"0"	2021	"Ehrenamtlich"	"Pink Cross"	"Bern"	"Verein"	"DachOrganisation,dezidierteLobby"	"punktuell"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3347	-1	2021	"Bezahlendes Mitglied"	"Schweizerische Multiple Sklerose Gesellschaft"	"Zürich"	"Verein"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Behinderung"	"Gesundheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3348	-1	2021	"Bezahlendes Mitglied"	"Kunstverein Winterthur"	"Winterthur"	"Verein"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Kulturinstitutionen"	"Kultur"	"WBK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3349	-1	2021	"Bezahlendes Mitglied"	"Verein Kiosk Josefwiese"	"Zürich"	"Verein"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"	"Genossenschafter"			"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3350	-1	2021	"Bezahlendes Mitglied"	"Genossenschaft Chornlade"	"Zürich"	"Genossenschaft"	"EinzelOrganisation"	"nie"	"Detailhandel"	"Wirtschaft"	"WAK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	3415	-1	2021	"Bezahlendes Mitglied"	"SP Stadt Zürich 5"	"Zürich"	"Verein"	"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3740	-1	2021	"Bezahlendes Mitglied"	"Freundinnen, Freunde, Eltern von Lesben und Schwulen"	"Horw"	"Verein"	"EinzelOrganisation"	"punktuell"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"
"Barrile, Angelo"	265	"NR"	"ZH"	"SP"	"S"	"Del I-V, GPK-NR, SPK-NR"	2015-11-30		"M"	1976-08-22	4203	3104	"de"	"de"		2017-03-01		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3948	"0"	2021	"Ehrenamtlich"	"Verein Sexuelle Gesundheit Zürich - Fachstelle für sexuelle Gesundheit"	"Zürich"	"Verein"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Patienten"	"Gesundheit"	"SGK"
